#1=α 2=β 3=qs 4=q0 5=qh0 6=qh1 7=ϕ
0.6 2.0 0.9 0.39238780504475257 1.3981079356847892 21.931702266734867 -1.8265367835988426
0.6 3.0 0.9 0.4565622195824931 2.073147593283756 22.377941241431177 -1.9110550151869987
0.6 10.0 0.9 0.6489178806817116 8.243190299957973 27.337905490894055 -2.2281814611208546
0.6 15.0 0.9 0.708698397711391 14.868426772167256 33.19612459690563 -2.3775709715799946
0.6 20.0 0.9 0.7465776562476969 23.665339092803247 41.25223368057225 -2.508165179331453
0.6 25.0 0.9 0.772462944828858 34.72551948455611 51.596947825253636 -2.6291490633154244
0.6 30.0 0.9 0.7910885151496923 48.056067201577996 64.23984506540961 -2.744389386449144
0.6 35.0 0.9 0.8050351737839786 63.62299482535636 79.14847132075857 -2.8558042214831474
0.6 1.5 0.9 0.3478180414759373 1.0653155496796618 21.732365483771463 -1.770605909093113
0.6 1.3 0.9 0.32603053760057493 0.931325609841885 21.65755482414388 -1.7438551378437759
0.6 1.1 0.9 0.30098515872368214 0.7959533811982513 21.585952445525027 -1.7134574031386949
0.6 0.9 0.9 0.27154828719434143 0.6583149766629788 21.518050977404975 -1.6780718393253529
0.6 0.9 0.9 0.27154757277465114 0.6583125834353036 21.518049517622014 -1.678071839326831
0.6 0.9 0.9 0.27154757277465114 0.6583125834353036 21.518049517622014 -1.678071839326831
0.6 0.9 0.9 0.27154757277163694 0.6583125834166519 21.518049517615154 -1.6780718393268301
0.6 0.9 0.9 0.27154757277163694 0.6583125834166519 21.518049517615154 -1.6780718393268301
0.6 0.9 0.9 0.27154757277163694 0.6583125834166519 21.518049517615154 -1.6780718393268301
0.6 0.9 0.9 0.27154757277163694 0.6583125834166519 21.518049517615154 -1.6780718393268301
0.6 0.9 0.9 0.27154757277163694 0.6583125834166519 21.518049517615154 -1.6780718393268301
0.6 0.9 0.9 0.27154757277163694 0.6583125834166519 21.518049517615154 -1.6780718393268301
0.6 0.9 0.9 0.27154757277163694 0.6583125834166519 21.518049517615154 -1.6780718393268301
0.6 0.9 0.9 0.27154757277163694 0.6583125834166519 21.518049517615154 -1.6780718393268301
0.6 0.9 0.9 0.27154757277163694 0.6583125834166519 21.518049517615154 -1.6780718393268301
0.6 0.9 0.9 0.27154757277163694 0.6583125834166519 21.518049517615154 -1.6780718393268301
0.6 0.9 0.9 0.27154757277163694 0.6583125834166519 21.518049517615154 -1.6780718393268301
0.6 0.9 0.9 0.27154757277163694 0.6583125834166519 21.518049517615154 -1.6780718393268301
0.6 0.9 0.9 0.27154757277163694 0.6583125834166519 21.518049517615154 -1.6780718393268301
0.6 0.9 0.9 0.27154757277163694 0.6583125834166519 21.518049517615154 -1.6780718393268301
0.6 1.0 0.9 0.28690380821078404 0.727467653046023 21.551486260001482 -1.6964998718422843
0.6 1.5 0.9 0.34781231434503496 1.0652845571072234 21.73234414224295 -1.7706059090957482
0.6 2.0 0.9 0.392387656471251 1.3981068576621585 21.93170148069501 -1.8265367835977877
0.6 2.5 0.9 0.42754429204510674 1.732751310401482 22.14716035763331 -1.8721373072828262
0.6 3.0 0.9 0.4565622961858786 2.073148467143361 22.377941924371065 -1.9110550151878485
0.6 3.5 0.9 0.48125754691038114 2.4219167078399697 22.623909413318767 -1.9452894961542047
0.6 4.0 0.9 0.5027354177341923 2.7809005692604014 22.88516281850747 -1.9760581112255258
0.6 4.5 0.9 0.5217225110382984 3.1515494554055716 23.161965810449136 -2.0041582274465375
0.6 5.0 0.9 0.5387202031269477 3.5350269092171382 23.45464479872812 -2.030141136962672
0.6 5.5 0.9 0.5540886248421253 3.932287401193755 23.76354481651675 -2.05440421367823
0.6 6.0 0.9 0.5680983956371466 4.344219740242569 24.08908707102773 -2.077243525331208
0.6 6.5 0.9 0.5809541555233924 4.7715485243927995 24.43164578340485 -2.0988856801767337
0.6 7.0 0.9 0.5928168179570241 5.2149420981495975 24.79161324913685 -2.1195080376930626
0.6 7.5 0.9 0.6038139853321945 5.674972710815232 25.16934747998584 -2.1392520451518187
0.6 10.0 0.9 0.6489174480550948 8.243160866766175 27.33787879523783 -2.2281814610989485
0.6 20.0 0.9 0.7465777639223774 23.665371348212286 41.25226447215039 -2.5081651793521997
0.6 14.0 0.9 0.6989733881765215 13.374763739166934 31.85354415455263 -2.3496662227168517
0.6 15.0 0.9 0.7086981810934487 14.868393213189066 33.196093126502504 -2.3775709715579496
0.6 16.0 0.9 0.7175884490770961 16.449335023355165 34.626944695768955 -2.404770152790918
0.6 17.0 0.9 0.7257443885865188 18.118856910284933 36.14733116823917 -2.431358012795111
0.6 18.0 0.9 0.733248371634186 19.87756413604651 37.75786950536522 -2.457412003319797
