#1=α 2=β 3=qs 4=S 5=q0 6=s0 7=s1 8=Q 9=qh0 10=qh1 11=sh0 12=sh1 13=Sh 14=Qh 15=ϕ
0.62 Inf 1.0 0.94 0.40509946454174894 0.4121925517107507 0.94 0.9031303793394871 1.0611385917906286 0.0 0.8372750100895517 2.8271346811891935 0.0 1.1804529688697454 0.01732891859326982
0.64 Inf 1.0 0.94 0.41926912941560346 0.4264220091469226 0.94 0.9045390691235959 1.1467808551706824 0.0 0.9124060782698762 2.920337387819939 0.0 1.2872596279069979 0.011437441790866254
0.66 Inf 1.0 0.94 0.433565438295485 0.44074437725993754 0.94 0.9060458308465811 1.2400597075972262 0.0 0.9954598713518616 3.0236134969222475 0.0 1.4069654409483972 0.005291571299861797
0.68 Inf 1.0 0.94 0.4479972490403441 0.4551619185270942 0.94 0.907654102611278 1.3419558109007828 0.0 1.087577392023524 3.138420677591089 0.0 1.5417146446191747 -0.001132429756876635
0.68 Inf 1.0 0.94 0.4479972490403441 0.4551619185270942 0.94 0.907654102611278 1.3419558109007828 0.0 1.087577392023524 3.138420677591089 0.0 1.5417146446191747 -0.001132429756876635
0.6 Inf 1.0 0.2 0.3910481141789147 0.35221372041149834 0.2 0.372290475641023 0.982292079687053 0.0 1.1145257530209562 0.762051230610092 0.0 1.2851799597868308 0.2040495234405062
0.6 Inf 1.0 0.25 0.39104871423459747 0.3642597801167824 0.25 0.36954916623932377 0.9822953254240155 0.0 1.0740627693905935 0.816877598725918 0.0 1.1850136898416963 0.21497106999762194
0.6 Inf 1.0 0.3 0.3910490546601833 0.3749537058617136 0.3 0.37222077139864496 0.9822971668107723 0.0 1.0381910551249263 0.873290936235164 0.0 1.101496511335398 0.2224862175112745
0.6 Inf 1.0 0.35 0.3910492477917266 0.3843286711102678 0.35 0.38032447133196 0.9822982114747759 0.0 1.0061635937752555 0.931957062967488 0.0 1.0314419731649593 0.22671416766864283
0.6 Inf 1.0 0.4 0.3910493573599051 0.39239496318899114 0.4 0.3938695208584022 0.9822988041383018 0.0 0.9773391629330774 0.993568327360018 0.0 0.9724430087842961 0.22773426004310815
0.6 Inf 1.0 0.45 0.3910494195205904 0.39915962091185975 0.45 0.4128812730309619 0.9822991403708445 0.0 0.9512065222150312 1.05894145937651 0.0 0.9227746140538784 0.22559092623359484
0.6 Inf 1.0 0.5 0.3910494547858606 0.40462835748655834 0.5 0.43740204955133777 0.9822993311238 0.0 0.9273535879206207 1.12909789270127 0.0 0.8812471845587311 0.22029628079012875
0.6 Inf 1.0 0.55 0.3910494747927087 0.40880188123537664 0.55 0.4674781067516278 0.9822994393426207 0.0 0.9054188998547374 1.20534616104346 0.0 0.8470771937219013 0.21183072096870487
0.6 Inf 1.0 0.6 0.39104948614308227 0.411683183099143 0.6 0.5031722832550258 0.9822995007378059 0.0 0.8850990500519629 1.28947242422275 0.0 0.8199231946726115 0.20014162608935376
0.6 Inf 1.0 0.65 0.39104949258242655 0.4132756248331759 0.65 0.5445492784185149 0.9822995355687965 0.0 0.8661075616700487 1.38402142800366 0.0 0.7998896065508632 0.1851400155632043
0.6 Inf 1.0 0.66 0.3910494962356241 0.4134399933519717 0.66 0.5535142538471973 0.9822995553292697 0.0 0.8624462297657232 1.40448279254817 0.0 0.7967929636087945 0.1817314845351003
0.6 Inf 1.0 0.7 0.39104950287977175 0.41358778792356676 0.7 0.5917014326450929 0.9822995912680621 0.0 0.8482001905679555 1.492785898277989 0.0 0.7878011684384069 0.1666948345358854
0.6 Inf 1.0 0.72 0.3910495042937985 0.4133551461115622 0.72 0.6121935109274343 0.9822995989166596 0.0 0.841268580343424 1.5415007209848175 0.0 0.7855267116002229 0.158313829085511
0.6 Inf 1.0 0.74 0.3910495067862464 0.4129203556289869 0.74 0.6336289655063747 0.982299612398535 0.0 0.8344464155913935 1.5939489677019556 0.0 0.784984380171442 0.14933928210428088
0.6 Inf 1.0 0.76 0.39104951117958403 0.4122848690979627 0.76 0.6560146929088715 0.9822996361624938 0.0 0.827715174906632 1.650812160348203 0.0 0.7864346508297028 0.1397553028237537
0.6 Inf 1.0 0.78 0.39104951892354306 0.41145036789693196 0.78 0.6793574492417327 0.9822996780502689 0.0 0.8210539993006225 1.7129635480103291 0.0 0.7902301035256052 0.1295442200461372
0.6 Inf 1.0 0.8 0.3910495325735076 0.4104194764583764 0.8 0.7036667535569299 0.9822997518841639 0.0 0.8144467424588882 1.7815607738641035 0.0 0.796875539646588 0.11868654288030694
0.6 Inf 1.0 0.82 0.39104955663374874 0.4091947436574723 0.82 0.7289502356514039 0.9822998820282016 0.0 0.8078701480281787 1.8581520493524244 0.0 0.8070696008624003 0.10716105609164428
0.6 Inf 1.0 0.84 0.3910495990437615 0.40777977840364166 0.84 0.7552180624189979 0.982300111427866 0.0 0.8013054491223202 1.9449024539294817 0.0 0.8218502657290806 0.09494521077807982
0.6 Inf 1.0 0.86 0.3910496737981655 0.4061791242809061 0.86 0.7824823206185838 0.9823005157814443 0.0 0.7947388300024812 2.0449533400119586 0.0 0.8428085465334993 0.08201615702675819
0.6 Inf 1.0 0.88 0.39104980556468727 0.40439823579096645 0.88 0.8107558320859344 0.9823012285192897 0.0 0.7881628192015298 2.1630830447668368 0.0 0.8724966893317376 0.06835320903043965
0.6 Inf 1.0 0.9 0.39105003782405195 0.40244415311636783 0.9 0.8400545940551223 0.9823024848338112 0.0 0.7815970254542735 2.3070760720562093 0.0 0.9153388450882002 0.053943684029241795
0.6 Inf 1.0 0.92 0.3910504472177273 0.40032589534860197 0.92 0.8703975645502204 0.9823046992894962 0.0 0.7751285247660278 2.490809357593017 0.0 0.9797831178543407 0.03879740619788569
0.6 Inf 1.0 0.94 0.3910511688377437 0.39805565411058585 0.94 0.9018097146477091 0.9823086026233944 0.0 0.7690659066650002 2.7426339682934757 0.0 1.0845933616394179 0.02298661869717092
0.7 Inf 1.0 0.5 0.4625674154281771 0.4690207155988446 0.5 0.4781102463647926 1.4535665720101258 0.0 1.4266614294378144 1.50363064504294 0.0 1.4015464373517972 0.13452631719115582
0.7 Inf 1.0 0.52 0.46256851776685903 0.4720328668480517 0.52 0.48771777922387716 1.4535753723222853 0.0 1.4129426416354023 1.5319231479575768 0.0 1.3765247461779524 0.13334633530687923
0.7 Inf 1.0 0.54 0.46256922867478717 0.4747512651869692 0.54 0.498256514467766 1.4535810477507454 0.0 1.3997041320904264 1.5614801622518868 0.0 1.3534730271347444 0.13167121138928173
0.7 Inf 1.0 0.56 0.4625696871462815 0.47716860598995614 0.56 0.509714457231396 1.4535847079025341 0.0 1.386852808696469 1.5923770671816069 0.0 1.3322192556352563 0.12950134675006275
0.7 Inf 1.0 0.5800000000000001 0.4625699828193388 0.4792904812032032 0.5800000000000001 0.5221076851106548 1.4535870683777903 0.0 1.3743984311326898 1.6248009304114333 0.0 1.312811928438199 0.1268364198793165
0.7 Inf 1.0 0.6 0.46257017350210555 0.481115584985362 0.6 0.5354361923686046 1.4535885906760566 0.0 1.362294250511552 1.6589055574314147 0.0 1.2952054447608226 0.12367540224290208
0.7 Inf 1.0 0.62 0.4625702964755443 0.4826445562882484 0.62 0.5497043688047399 1.4535895724240393 0.0 1.3505086286861756 1.6948804599644212 0.0 1.2794052955081763 0.12001657180808534
0.7 Inf 1.0 0.64 0.4625703757825048 0.4838764500647074 0.64 0.5649103043404649 1.453590205564779 0.0 1.3389905582414754 1.7329352140784995 0.0 1.2654008992426677 0.11585752896601498
0.7 Inf 1.0 0.66 0.462570426928469 0.48481436072267725 0.66 0.5810591909388614 1.4535906138846213 0.0 1.3277195603446525 1.7733686739657215 0.0 1.2532697498218335 0.1111952180709968
0.7 Inf 1.0 0.68 0.46257045991308865 0.4854612072862525 0.68 0.5981580477949233 1.4535908772148416 0.0 1.316675547463422 1.8165151010178755 0.0 1.2431285202200495 0.10602596059264591
0.7 Inf 1.0 0.7 0.46256922867478717 0.48581980257552027 0.7 0.6162111341961042 1.4535810477507454 0.0 1.3058321270866924 1.862786705221883 0.0 1.2351294035838247 0.10034564627645143
0.7 Inf 1.0 0.72 0.4625696871462815 0.48589090476174734 0.72 0.6352153439749991 1.4535847079025341 0.0 1.295130872101392 1.912634326270731 0.0 1.2294025704025613 0.09414922404273768
0.7 Inf 1.0 0.74 0.4625699828193388 0.4856840036904949 0.74 0.6551926284482084 1.4535870683777903 0.0 1.2846161677464016 1.9667787470261866 0.0 1.2263895516591972 0.08743181507469283
0.7 Inf 1.0 0.76 0.46257017350210555 0.4852006463255305 0.76 0.6761391259038184 1.4535885906760566 0.0 1.2742288395224155 2.025976807029191 0.0 1.226415965606834 0.0801882344745497
