#1=α 2=β 3=qs 4=S 5=q0 6=s0 7=s1 8=Q 9=qh0 10=qh1 11=sh0 12=sh1 13=Sh 14=Qh 15=ϕ 
0.6 Inf 1.0 0.6999996854197686 0.36571121226595515 0.36153111815373506 0.643064308913921 0.6679601499405265 0.9090006766941829 -0.6675682605755968 0.9458652107885435 1.2148714522042248 0.767345500243247 1.313544405912026 0.0957667841515582
0.6 Inf 1.0 0.6999996854197686 0.36571121226595515 0.36153111815373506 0.643064308913921 0.6679601499405265 0.9090006766941829 -0.6675682605755968 0.9458652107885435 1.2148714522042248 0.767345500243247 1.313544405912026 0.0957667841515582
0.6 Inf 1.0 0.6999996874181701 0.36571121226595515 0.36153111715453434 0.643064308913921 0.6679601499405265 0.9090006766941829 -0.6675682605755968 0.9458652107885435 1.2148714522042248 0.767345500243247 1.3135444077850165 0.09576678261809485
0.6 Inf 1.0 0.6999996863174764 0.36571121226595515 0.3615311176731519 0.643064307257795 0.6679601477236896 0.9090006766941829 -0.6675682605755968 0.9458652103159676 1.2148714526205344 0.767345500243247 1.3135444077850165 0.09576678346270867
0.6 Inf 1.0 0.6999996861991451 0.36571121226595515 0.36153111767411866 0.6430643071753117 0.6679601477023169 0.9090006766941829 -0.6675682605755968 0.9458652103748741 1.2148714526059035 0.767345500243247 1.3135444087777337 0.09576678355350915
0.6 Inf 1.0 0.6999996861991451 0.36571121226595515 0.36153111767411866 0.6430643071753117 0.6679601477023169 0.9090006766941829 -0.6675682605755968 0.9458652103748741 1.2148714526059035 0.767345500243247 1.3135444087777337 0.09576678355350915
0.6 Inf 0.9 0.6999996597713481 0.3291409026893636 0.3429787227396517 0.6100644099222051 0.6679602985220828 1.0100061145714962 -0.7417396396979566 0.9970297874435492 1.2805885685195388 0.767345500243247 1.3135447883613964 0.09576671897951966
0.6 Inf 0.8 0.6999997199092044 0.2925697895395276 0.32336344764063296 0.5751742679517892 0.667960254782519 1.1362577005626011 -0.8344566546046652 1.0575094163526841 1.3582689833877475 0.767345500243247 1.313543553848197 0.09576666127672767
0.6 Inf 0.7 0.6999997956274914 0.25599867891600353 0.3024788181978903 0.5380262929905365 0.6679601992345338 1.2985814641592004 -0.953664086729193 1.1305246298122271 1.452050214593867 0.767345500243247 1.3135419930586734 0.09576658797704007
0.6 Inf 0.6 0.699999893642261 0.21942757225620418 0.28004098535255406 0.49811559312402415 0.6679601264224216 1.5150136881382932 -1.1126070407948272 1.2211054910587023 1.5683929315890786 0.767345500243247 1.313539957827253 0.095766491880873
0.6 Inf 0.5 0.6999995947571549 0.18285647227133547 0.2556414891749388 0.4547151282203624 0.6679602775565892 1.8180198949833206 -1.3351265909684924 1.3376574274289812 1.7180914101097222 0.767345500243247 1.3135450768125108 0.09576669073158972
0.6 Inf 0.4 0.6999997766982694 0.1462849434562711 0.22865249255940898 0.4067096427967613 0.6679602132083909 2.2725170296297796 -1.6689124370429864 1.4955436751941902 1.920882016785984 0.767345500243247 1.313542384909766 0.0957666062479624
0.6 Inf 0.3 0.6999995500829392 0.10971385388367672 0.19801904160293898 0.3522208118987364 0.667960310611409 3.0300314053381476 -2.225211923772596 1.726908750965101 2.218046835834677 0.767345500243247 1.3135460017021983 0.09576673425755589
0.6 Inf 0.5 0.6999983812130475 0.18285616292203755 0.2556418611732256 0.4547146828772135 0.66796102741291 1.818013272661642 -1.3351301376395124 1.3376689575061702 1.71810144391659 0.767345500243247 1.3135679518521635 0.09576768015273757
